"File","Completeness","Conciseness","cor.mean","cov.mean","eigenvalues.mean","g_mean.mean","h_mean.mean","iq_range.mean","kurtosis.mean","mad.mean","max.mean","mean.mean","median.mean","min.mean","nr_cor_attr","nr_norm","nr_outliers","range.mean","sd.mean","skewness.mean","sparsity.mean","t_mean.mean","var.mean","ClassImbRatio","ClassOverlapPerc","OutlierPerc","attr_to_inst","inst_to_attr","nr_attr","nr_bin","nr_inst","nr_num","attr_conc.mean","attr_ent.mean","ena","nUnique","snr.mean","cEntropy","LabelIssuesPerc"
"appendicitis.csv",0,0,0.479963985270769,0.019308209587986,0.040056341612117,0,0,0.241357142857143,1.13979976331121,0.1568379,1,0.417912398921833,0.429428571428571,0,0.523809523809524,3,7,1,0.199772012326921,0.224712164688102,0.005786448613092,0.419841517857143,0.040056341612117,0.5,0,0.018867924528302,0.066037735849057,15.1428571428571,7,0,106,7,0.188034521101149,1.99654613895439,0.560230866069493,2,1.86760370862938,0.718138422015476,0.018867924528302
"audit_risk.csv",4.77E-05,0.016752577319588,,92.9656027389033,670.119881512358,1.05655954777776,0.797636217141057,4.7297,114.23908784016,0.931722863076923,263.203553846154,5.22532505511499,1.36821538461538,0.616538461538462,0.110769230769231,1,20,262.587015384615,14.7990033861358,7.18890057616542,0.171648043051734,2.22492961802575,670.119881512358,0,0.00114547537228,0.030927835051546,0.033505154639175,29.8461538461538,26,0,776,26,0.131845278804469,1.64350606520911,-1.56589671003119,2,1.94514839512061,0.966734147000341,0.002577319587629
"audit_trial.csv",7.16E-05,0.016752577319588,0.223743129741234,37.2480159164747,613.326581670406,1.90697978529059,1.62327419934843,6.62573529411765,88.4907709213806,1.30730435294118,219.095294117647,6.27700479078229,2.41352941176471,1.34411764705882,0.088235294117647,0,12,217.751176470588,13.0996118717296,6.04465601923735,0.185904594915211,3.62899019187074,613.326581670406,0.5,0,0.007731958762887,0.021907216494845,45.6470588235294,17,0,776,17,0.131154417822164,1.51648682291447,-1.33298576180407,2,2.5805671277318,0.953479191598544,0.002577319587629
"Autism-Adult-Data.csv",0.012987012987013,0.007102272727273,,0.362437107373049,29.5395624878767,0,0,3.3,16.6836704173705,1.33434,24.45,3.53401988636364,2.75,0,0.031578947368421,1,5,24.45,2.34209786459666,1.28860696485191,0.418028889480144,3.24115566037736,29.5395624878766,0.5,6.76E-05,0.004261363636364,0.028409090909091,35.2,20,14,704,20,0.050179710863421,1.16156440550561,2.28390914199225,2,1.14650371352534,0.83925468888711,0.002840909090909
"Autism-Child-Data.csv",0.0146771037182,0.006849315068493,,0.226238550407936,9.71101598173516,0,0,2.25,-0.003384201866542,0.88956,5.05,2.3138698630137,2.2,0,0.021052631578947,1,4,5.05,1.43371259552713,0.166372297683998,0.421961753405052,2.21335227272727,9.71101598173516,0,0,0,0.068493150684932,14.6,20,14,292,20,0.066773527252645,1.09188882083939,2.06482752234971,2,1.2757532626156,0.999153818036466,0.006849315068493
"Automobile_data.csv",0.011069418386492,0,0.253692354070394,15541.9742239779,2641269.56956967,123.311370152745,121.135856874076,420.9024,6.55309451599081,242.99398872,2303.2884,855.984534634146,744.656,76.832,0.18,0,19,2226.4564,379.596481290269,0.268882083659306,0.122173650582843,780.214702439024,2641269.56956967,0.666666666666667,0,0.009756097560976,0.121951219512195,8.2,25,3,205,25,0.086953125666963,1.73837150799311,24.0891619328646,6,5.65818743777329,0.879112953533775,0.946341463414634
"automobileimbalance.csv",0,0,,12012.8542817461,1400072.92027227,743.713534086976,706.209768109713,359.4486,1.00265572240612,183.78784032,1882.3524,793.77240754717,702.6936,452.4804,0.206666666666667,1,18,1429.872,278.818700196896,0.392407882749722,0.157221730252722,732.115979381443,1400072.92027227,0.5,0,0,0.157232704402516,6.36,25,3,159,25,0.143284302327572,1.69872730027651,9.64220966197336,6,6.8301492935406,0.876880292886463,0.163522012578616
"balance-scale.data",0,0,0.003215434083601,0.00643083508252,1.99998971066387,2.60917166449826,2.19396425432171,2,-1.30367876577607,1.4826,5,3.00320512820513,3,1,0,0,0,4,1.41420992453874,-0.002255466012318,0.198715890850722,3.00531914893617,1.99998971066387,0.333333333333333,0,0,0.006410256410256,156,4,0,624,4,1.03E-05,2.32192067267793,-1.67231268870369,3,2.14336602213343,0.829243900791447,0.003205128205128
"balancescaleimbalanced.csv",0,0,0,0,2.00320512820513,2.60517108469735,2.18978102189781,2,-1.305435648,1.4826,5,3,3,1,0,0,0,4,1.41534629268074,0,0.198717948717949,3,2.00320512820513,0.333333333333333,0,0.0016,0.0064,156.25,4,0,625,4,-6.25E-08,2.32192809488736,-1.67703973493132,3,2.13810227696653,0.831638758545922,0.0032
"bloodtransfusion.data",0,0.287433155080214,0.465998261830853,5568.26656984444,532947.021750549,234.437986697358,159.362935556029,325.0625,10.1131444235108,193.10865,3180.5,356.994986631016,259.75,63.25,0.5,0,3,3117.25,374.534549474877,2.25404263346082,0.025117841091413,267.449444444444,532947.02175055,0.5,0,0.00668449197861,0.005347593582888,187,4,0,748,4,0.222062010459329,2.88254076620027,-0.351979966773221,2,1.00626227202592,0.791644629845233,0.002673796791444
"bone-marrow.csv",0.011706894059835,0,0.104678760655639,58705092.2840689,7897951585.23397,,,43.2465149166667,2.39471403216278,26.0201758027167,83437.9309554167,24837.5861924006,27800.4917436667,1.38990486111111,0.036507936507937,0,18,83436.5410505556,24148.2833023134,0.634007965607607,0.295711952310965,26574.5931934626,7897951585.23396,0,0,0.026737967914439,0.192513368983957,5.19444444444445,36,17,187,36,0.06231732200141,1.36442811681023,1.82609622186652,2,1.09876650150725,0.994030211476956,0.026737967914439
"Breast Cancer Wisconsin (Diagnostic) data set-5cn10-nc.csv",0,0,0.394570467871145,676.465166988294,15063.2185423957,54.205968554514,48.4054082356196,35.2150333333333,7.66176224876026,20.79786338,264.1855,61.8907182190978,50.7994,15.6040666666667,0.333333333333333,0,29,248.581433333333,34.9047229903534,1.72549456880462,0.008434537862888,53.2946113702624,15063.2185423956,0.5,5.67E-05,0.008787346221441,0.052724077328647,18.9666666666667,30,0,569,30,0.07266422633518,2.96660161329991,-0.563422774106037,2,2.91475590806968,0.95263512240186,0.003514938488576
"breast-cancer-wisconsin.data",0.002083876009377,0.011461318051576,0.491101133112918,19048.7872473881,38134610953.868,98001.4181722925,83119.2593941838,36812.275,26.9607469469753,15475.97184,1345444.2,107183.494842407,117172.5,6164.2,0.6,0,6,1339280,61755.704250413,2.68557463019868,0.089052216921346,112625.009047619,38134610953.868,0.5,0,0.025787965616046,0.01432664756447,69.8,10,0,698,10,0.166756145399522,1.95581589926247,-0.700990014861787,2,1.35564227166219,0.929774712895958,0.336676217765043
"breastcancercoimbra.csv",0,0,0.229355487230774,180.632828850591,13458.9732338541,73.5503592346386,60.8191698377445,59.0749517838889,5.02423843199127,41.5224096852297,257.883233378889,86.8392146872127,77.0824208268333,17.8099365185556,0.111111111111111,0,7,240.073296860333,49.0775353667736,1.76455295327255,0.002619177058719,78.4873425306254,13458.9732338541,0,0,0,0.077586206896552,12.8888888888889,9,0,116,9,0.063074687713041,1.99856432247711,0.984651969305299,2,2.39458799055802,0.992266638719496,0.017241379310345
"breastcancerimbalance.csv",0,0.342606149341142,0.601939305572724,4.72049433312008,7.89232093284424,2.24806686582751,1.7419951789071,3.11111111111111,1.58940420661804,0.4942,10,3.14836505612494,1.66666666666667,1,0.75,0,5,9,2.76011432513635,1.46045638217082,0.099916730024257,2.24168694241687,7.89232093284424,0.5,0.002049780380674,0.026354319180088,0.013177159590044,75.8888888888889,9,0,683,9,0.207130861114289,1.84745409757772,-0.747354549558052,2,1.11071757407231,0.934002658821795,0.002928257686676
"breastcancerwdbc.data",0,0,0.372531214387419,29686571.0763624,505037826112719,73132.1764432069,14539.6610318304,256672.43447271,8.88777468871046,2140.17695265367,29397691.2117822,981473.346846954,29279.9229034194,294.778142316129,0.30752688172043,0,30,29397396.4336399,4036312.05008635,1.8919825563385,0.000202299904704,81875.9732674518,505037826112719,0.5,0,0,0.054577464788732,18.3225806451613,31,0,568,31,0.087956760275912,2.99995266424453,0.908034359016443,2,2.83675067578236,0.951800846484252,0.052816901408451
"brestcancerwpbc.data",0.000580130529369,0,0.27694588663329,204525.076812562,246208864950.487,29734.9603493971,12332.8532399347,2157.63833961765,2.56217854960261,1435.74717498289,277015.311538529,58906.4172884022,26150.7335427941,279.953473147059,0.203208556149733,2,33,276735.358065382,85129.0581462496,1.1288394647342,0.002186762604984,26217.7202951886,246208864950.487,0.5,0,0.00507614213198,0.17258883248731,5.79411764705882,34,0,197,34,0.055045581508722,2.30566114731318,0.656546100779736,2,3.34046283223285,0.79266867426231,0.076142131979696
"bupa.data",0,0.011627906976744,0.265474951571386,68.9922571021764,399.190560941984,39.0513519649995,36.852817712473,14.7916666666667,6.40744801193074,9.6369,132.5,42.7916666666667,38.9166666666667,17,0.2,0,6,115.5,15.8386088682907,1.67448883840004,0.023932982217439,39.4735576923077,399.190560941985,0,0.001661129568106,0.01453488372093,0.017441860465116,57.3333333333333,6,0,344,6,0.037108426913746,2.72441570608841,-1.31609701058205,2,4.76453855139605,0.98079836469443,0.005813953488372
"burstheader.csv",0.000634249471459,0.8,,5797628945813.79,349418557528004,4293925.58611867,3051064.21385477,5449752.21005395,5.1915441973969,4382500.28136658,52874626.3933501,5727744.21247225,4881797.91273505,789127.702847286,0.3,1,6,52085498.6905028,5458365.36309604,0.965647235104169,0.104406713265054,5234331.98827539,349418557528004,0.5,0,0,0.01953488372093,51.1904761904762,21,1,1075,21,0.192262833545589,2.96650923947241,-1.24524916353569,4,1.73219983520111,0.891728423973138,0.001860465116279
"caesarian.csv",0,0.050632911392405,0.135923591337832,0.302969814995131,5.42447257383966,5.76122184030867,5.63919286100562,2.1,-0.847873506912557,0.88956,9.8,6.28860759493671,5.8,3.6,0,1,2,6.2,1.56338317801122,0.43586844344613,0.283352758352758,6.21224489795918,5.42447257383966,0,0,0.012658227848101,0.063291139240506,15.8,5,1,79,5,0.044638732638625,1.45166552469217,1.59414767211719,2,1.97565956578746,0.980377508715691,0.025316455696203
"car.data",0,0,0.000647572770207,0.000647342560828,0.958598390634468,0,0,1.75,-1.43152017770001,1.4826,2.5,1.2498552403011,1.16666666666667,0,0,0,0,2.5,0.967415673259816,0.000155165493543,0.291256276554654,1.24975891996143,0.958598390634467,0.75,0,0,0.003474232773596,287.833333333333,6,0,1727,6,7.90E-07,1.79248064552949,-40.194056907085,4,1.35319477314559,0.603070677828256,0.001158077591199
"cargo2000_data_comma.csv",0.544193533360593,0,0.078808348346058,73994.5179005974,6098459.98382643,0,0,735.556701030928,259.802494555738,374.562841237113,21296.6494845361,734.926655877177,466.422680412371,0,0.041666666666667,0,81,21296.6494845361,1174.86810020509,9.39283823526022,0.032955957752933,512.015056685787,6098459.98382643,0.25,2.59E-06,0.031701749936597,0.024600557950799,40.6494845360825,97,0,3943,97,0.040315791119065,1.8030173939622,-0.832976701627668,4,0.687131989325239,0.793569517584466,0.000507227998986
"cervical_behaviour.csv",0,0,0.220142432793558,2.76891890655172,11.5948851000741,8.30472762387419,7.39648148064696,5.5921052631579,0.582838049416594,3.27732631578947,12.8947368421053,9.11695906432749,9.60526315789474,2.84210526315789,0.157894736842105,0,5,10.0526315789474,3.20991170875253,-0.669642349295322,0.092941454394383,9.41507177033493,11.5948851000741,0.5,0,0,0.263888888888889,3.78947368421053,19,0,72,19,0.115137284057475,1.58597945006179,4.63377123447985,2,3.19339905549582,0.870864469235364,0.027777777777778
"cervical_risk_factors_cervical_cancer.csv",0.117262367262367,0.03962703962704,,0.138822662229461,3.92594162870387,0.73231935982527,0.701533374046642,0.628571428571429,136.657128233184,0.41301,10,1.5673778099559,1.35,0.371428571428571,0.043697478991597,2,32,9.62857142857143,1.02151740537773,7.73347860071733,0.382257192837176,1.36308496129801,3.92594162870387,0.5,0.000226625226625,0.018648018648019,0.040792540792541,24.5142857142857,35,21,858,35,0.018075766147516,0.600931482154743,0.301049616869771,2,0.510365777902097,0.343519741007401,0.002331002331002
"Chemical Composion of Ceramic.csv",0,0,0.282243283520706,3205.00623106044,34257.784253515,,,114.129444444444,0.287095067063748,64.7727348333333,383.692222222222,127.481111111111,101.101111111111,31.5972222222222,0.183006535947712,2,8,352.095,85.2707915164909,0.669649043413146,0.028627504270988,109.232026748971,34257.784253515,0,0,0.011363636363636,0.204545454545455,4.88888888888889,18,0,88,18,0.134600336662398,1.97113870232902,1,2,3.47378844779835,1,0.022727272727273
"chesskr-vs-kp.data",0,0,0.080617548212951,0.010705402665769,0.13262802461623,0,0,0.361111111111111,110.887929485848,0,1.02777777777778,0.262815162580421,0.166666666666667,0,0.012698412698413,0,23,1.02777777777778,0.333373139474417,4.39448519774347,0.495212377374244,0.209992465078537,0.13262802461623,0,8.46E-06,0.004694835680751,0.011267605633803,88.75,36,35,3195,36,0.010497050163366,0.580495328571337,0.87481940975561,2,0.629320194055872,0.998594657754704,0.000625978090767
"ckd-dataset-v2.csv",0,0,0.217669404040004,0.213405187312222,1.86013460157932,0,0,1.25,4.26861099991752,0.68835,3.89285714285714,1.95642857142857,1.96428571428571,0,0.058201058201058,0,18,3.89285714285714,1.05115817070264,0.134812366297706,0.312351025380458,1.94761904761905,1.86013460157932,0.6,0,0.005,0.14,7.14285714285714,28,13,200,28,0.06020831445145,1.10918255526766,-5.70811615152429,10,1.83184560276901,0.88640258325904,0.01
"climate_pop_failures.dat",0,0,0.011744299215512,0.065084961215055,135.354822895777,3.79822374368015,1.74371706284955,5.02360533749342,-1.22162119746641,3.74346217891234,10.0487264131654,5.07501985225455,5.07494842745648,0.101224350475046,0,0,0,9.94750206269039,2.9013547679908,4.89E-06,0.016790352504638,5.07500834794454,135.354822895777,0.5,0,0,0.037037037037037,27,20,0,540,20,0.01310148854189,2.9291946900944,0.808201089716053,2,1.84032007809173,0.420191037085176,0.009259259259259
"column_2C_weka.csv",0,0,0.405162577132888,141.226056424473,418.288379287621,,,22.948599454375,6.97949849139179,15.6490562500181,168.008662983333,52.856930820672,49.5086915316667,17.6640499938333,0.466666666666667,0,6,150.3446129895,18.3497367178821,1.11085831298761,0.00011345507234,50.7794689643315,418.288379287621,0.5,0.000921658986175,0.009677419354839,0.019354838709678,51.6666666666667,6,0,310,6,0.082085821283245,2.58484264105621,0.830103725391625,2,3.07714546173907,0.907165767573082,0.006451612903226
"column_3C_weka.csv",0,0,0.405162577132888,141.226056424473,418.288379287621,,,22.948599454375,6.97949849139179,15.6490562500181,168.008662983333,52.856930820672,49.5086915316667,17.6640499938333,0.466666666666667,0,6,150.3446129895,18.3497367178821,1.11085831298761,0.00011345507234,50.7794689643315,418.288379287621,0.333333333333333,0.000460829493088,0.012903225806452,0.019354838709678,51.6666666666667,6,0,310,6,0.082085821283245,2.58484264105621,2.93592585297452,3,3.21790975799971,0.94125908064116,0.006451612903226
"congress_house-votes-84.data",0.047222601337519,0.215777262180974,0.36507735099371,0.338370609183618,0.916793017860033,0,0,1.9375,-1.78031912994086,0.4633125,2,1.03915313225058,1.0625,0,0.391666666666667,0,0,2,0.955675619303071,-0.082697896578157,0.331782945736434,1.05936293436293,0.916793017860033,0,0,0,0.037122969837587,26.9375,16,0,431,16,0.172120656112006,1.0684170200653,7.8229191609935,3,1.0841336523318,0.960016696690314,0.004640371229698
"connect-4.data",0,0,0.084361228707582,0.024300702466062,0.287998713151419,0,0,0.380952380952381,124.339083399309,0.1765,2,0.285714285714286,0.119047619047619,0,0.016260162601626,6,30,2,0.46458658156178,6.51707431292924,0.333323464831125,0.171211352256894,0.287998713151419,0.666666666666667,1.03E-06,0.005269702173012,0.000621706436142,1608.47619047619,42,0,67556,42,0.014583841861615,0.678081508073386,3.63611744665304,3,0.470691008988523,0.76875854367151,2.96E-05
"connectionist-bench.data",0,0,0.229922356716385,0.005604204626296,0.029161477281421,0.22408322142012,0.173084939991831,0.202690833333333,2.14495092458379,0.141808219,0.655823333333333,0.281320128824477,0.26696,0.018943333333333,0.074576271186441,0,39,0.63688,0.142318752615604,0.955020996009868,0.000691435366809,0.27198264,0.029161477281421,0,0,0,0.289855072463768,3.45,60,0,207,60,0.04980347821909,2.32169829100631,0.992446404367329,2,1.75032384285955,0.996208883904674,0.115942028985507
"contraceptive.data",0,0.032608695652174,0.17692997302146,0.517901923602696,8.55925432968141,4.71011686372118,4.48766492819878,2.58333333333333,0.916256739719969,1.81206666666667,9.33333333333333,5.46006944444444,5.44444444444445,2.22222222222222,0.055555555555556,0,5,7.11111111111111,1.70130309982557,-0.135730732054897,0.287969442630138,5.45927601809955,8.55925432968141,0.333333333333333,6.79E-05,0.011548913043478,0.006114130434783,163.555555555556,9,3,1472,9,0.032943160022041,1.59133971656052,-2.44928565927982,3,2.4730354643141,0.971155904879797,0.001358695652174
"contraceptive5cn02.csv",0,0.032586558044807,0.176896097699188,0.517446253783891,8.55904448347223,4.70939326099198,4.48703781891305,2.55555555555556,0.918372826220818,1.81206666666667,9.33333333333333,5.45930451836766,5.44444444444445,2.22222222222222,0.055555555555556,0,5,7.11111111111111,1.70111381511054,-0.135306103714201,0.28796977124183,5.45812931575643,8.55904448347223,0.333333333333333,6.79E-05,0.011541072640869,0.006109979633401,163.666666666667,9,3,1473,9,0.032929623802237,1.59138068053338,-2.44993194502795,3,2.47325985747324,0.971022710347714,0.001357773251867
"contraceptivemulticlass.csv",0,0.032586558044807,0.176896097699188,0.517446253783891,8.55904448347223,4.70939326099198,4.48703781891305,2.55555555555556,0.918372826220819,1.81206666666667,9.33333333333333,5.45930451836766,5.44444444444445,2.22222222222222,0.055555555555556,0,5,7.11111111111111,1.70111381511054,-0.135306103714201,0.28796977124183,5.45812931575643,8.55904448347223,0.333333333333333,6.79E-05,0.011541072640869,0.006109979633401,163.666666666667,9,3,1473,9,0.032929623802237,1.59138068053338,-2.44993194502795,3,2.47325985747324,0.971022710347714,0.001357773251867
"creditapprovallimits.data",0.006077648766328,0,0.104558134652593,598.773441962143,1814245.16130952,0,0,43.6026666666667,19.5780054574495,11.873155,6815.98333333333,83.7857581035317,14.328,0,0.019047619047619,0,9,6815.98333333333,361.697474767939,2.01587165368244,0.192293556684392,20.1165718875502,1814245.16130952,0,0.000272133526851,0.017416545718433,0.021770682148041,45.9333333333333,15,3,689,15,0.03380912479355,1.7397310243538,388.312308851055,2,1.26362508201569,0.990971924894117,0.002902757619739
"Cryotherapy.xlsx",0,0.011111111111111,0.153613630735263,24.688506034124,2926.2562161881,14.1055142242586,9.19424856227435,18.6875,2.36180791646696,12.787425,141,21.7981481481481,18.5,3.70833333333333,0,0,2,137.291666666667,25.5791944525568,1.04219475218589,0.162623425263875,17.4429012345679,2926.2562161881,0,0,0,0.066666666666667,15,6,1,90,6,0.041074321418378,1.64929664930667,3.34065623523779,2,1.79156046926034,0.996791631981636,0.022222222222222
"data_banknote_authentication.csv",0,0.017505470459519,0.425533582132907,6.66572541423237,16.3778709123223,,,5.1651275,0.134672012831211,3.7725387105,10.038325,0.639334701605981,0.7097725,-8.662375,0.333333333333333,0,2,18.7007,3.7806603088323,-0.118403838455067,7.01E-05,0.68580067242017,16.3778709123223,0,0,0.011670313639679,0.00291757840992,342.75,4,0,1371,4,0.071074593050536,3.45941034191716,0.982616244018045,2,0.226325400083869,0.991231910847899,0.00145878920496
